id,syear,sex,alter,anz_pers,anz_kind,bildung,erwerb,branche,gesund_org,lebensz_org,einkommenj1,einkommenj2,einkommenm1,einkommenm2,high_education
7737.0,2017.0,[0] male,62.0,2.0,0.0,15.0,[-1] Employed full-time ,[28] Mechanical engineering,[3] Satisfactory,8.0,61808.84375,0.0,5016.26220703125,0.0,1
7737.0,2018.0,[0] male,63.0,2.0,0.0,15.0,[5] Not employed,[28] Mechanical engineering,[3] Satisfactory,8.0,65193.78515625,0.0,5559.67236328125,0.0,1
7737.0,2019.0,[0] male,64.0,2.0,0.0,15.0,[5] Not employed,,[3] Satisfactory,6.0,54054.40625,0.0,5493.869140625,0.0,1
11995.0,2015.0,[0] male,70.0,2.0,0.0,12.0,[5] Not employed,,[4] Not so well ,7.0,0.0,0.0,0.0,0.0,0
11995.0,2016.0,[0] male,71.0,2.0,0.0,12.0,[5] Not employed,,[4] Not so well ,8.0,0.0,0.0,0.0,0.0,0
11995.0,2017.0,[0] male,72.0,2.0,0.0,12.0,[5] Not employed,,[4] Not so well ,5.0,0.0,0.0,0.0,0.0,0
11995.0,2018.0,[0] male,73.0,2.0,0.0,12.0,[5] Not employed,,[4] Not so well ,8.0,0.0,0.0,0.0,0.0,0
11995.0,2019.0,[0] male,74.0,2.0,0.0,12.0,[5] Not employed,,[4] Not so well ,5.0,0.0,0.0,0.0,0.0,0
31167.0,2015.0,[0] male,32.0,2.0,0.0,10.5,[-1] Employed full-time ,[27] Manufacture of electrical equipment,[2] Well ,8.0,42851.52734375,3913.990234375,1288.797607421875,371.6126403808594,0
31167.0,2016.0,[0] male,33.0,2.0,0.0,10.5,[-1] Employed full-time ,[27] Manufacture of electrical equipment,[2] Well ,8.0,15540.767578125,3935.41064453125,516.1121215820312,314.272705078125,0
31167.0,2017.0,[0] male,34.0,1.0,0.0,10.5,[-1] Employed full-time ,[25] Manufacture of fabricated metal products,[2] Well ,8.0,13493.142578125,3827.85205078125,1619.7275390625,0.0,0
31167.0,2018.0,[0] male,35.0,1.0,0.0,10.5,[-1] Employed full-time ,[25] Manufacture of fabricated metal products,[3] Satisfactory,7.0,15999.6884765625,0.0,976.1736450195312,0.0,0
31167.0,2019.0,[0] male,36.0,1.0,0.0,10.5,[-1] Employed full-time ,[25] Manufacture of fabricated metal products,[3] Satisfactory,8.0,7309.927734375,0.0,1581.780517578125,0.0,0
22032.0,2015.0,[0] male,81.0,1.0,0.0,10.5,[5] Not employed,,[4] Not so well ,6.0,0.0,0.0,0.0,0.0,0
22032.0,2016.0,[0] male,82.0,1.0,0.0,10.5,[5] Not employed,,[4] Not so well ,7.0,0.0,0.0,0.0,0.0,0
693.0,2015.0,[1] female,66.0,2.0,0.0,10.5,[5] Not employed,,[2] Well ,8.0,0.0,0.0,0.0,0.0,0
693.0,2016.0,[1] female,67.0,2.0,0.0,10.5,[5] Not employed,,[2] Well ,7.0,0.0,0.0,0.0,0.0,0
693.0,2017.0,[1] female,68.0,2.0,0.0,10.5,[5] Not employed,,[2] Well ,8.0,0.0,0.0,0.0,0.0,0
693.0,2018.0,[1] female,69.0,2.0,0.0,10.5,[5] Not employed,,[3] Satisfactory,8.0,0.0,0.0,0.0,0.0,0
693.0,2019.0,[1] female,70.0,2.0,0.0,10.5,[5] Not employed,,[2] Well ,8.0,0.0,0.0,0.0,0.0,0
16294.0,2015.0,[1] female,39.0,1.0,0.0,13.5,[-2] Employed part-time,[88] Social services (excluding homes),[4] Not so well ,4.0,10741.888671875,0.0,2041.835205078125,0.0,1
16294.0,2016.0,[1] female,40.0,1.0,0.0,13.5,[-1] Employed full-time ,[88] Social services (excluding homes),[4] Not so well ,7.0,30480.998046875,0.0,2046.842041015625,0.0,1
16294.0,2017.0,[1] female,41.0,1.0,0.0,13.5,[-1] Employed full-time ,[88] Social services (excluding homes),[4] Not so well ,5.0,27182.787109375,0.0,2324.74609375,0.0,1
16294.0,2018.0,[1] female,42.0,1.0,0.0,14.0,[-1] Employed full-time ,[88] Social services (excluding homes),[4] Not so well ,4.0,30773.53125,0.0,2340.260498046875,0.0,1
16294.0,2019.0,[1] female,43.0,1.0,0.0,14.0,[-1] Employed full-time ,[88] Social services (excluding homes),[4] Not so well ,6.0,16793.14453125,0.0,2189.628662109375,0.0,1
31339.0,2015.0,[1] female,77.0,1.0,0.0,9.0,[5] Not employed,,[3] Satisfactory,5.0,0.0,0.0,0.0,0.0,0
31339.0,2016.0,[1] female,78.0,1.0,0.0,9.0,[5] Not employed,,[2] Well ,8.0,0.0,0.0,0.0,0.0,0
31339.0,2017.0,[1] female,79.0,1.0,0.0,9.0,[5] Not employed,,[3] Satisfactory,8.0,0.0,0.0,0.0,0.0,0
5739.0,2015.0,[1] female,73.0,2.0,0.0,13.0,[4] Irregular employment or in marginal,"[65] Insurance, reinsurance and pension funds (excluding social security)",[4] Not so well ,5.0,0.0,0.0,1.0,0.0,1
5739.0,2016.0,[1] female,74.0,2.0,0.0,13.0,[4] Irregular employment or in marginal,"[65] Insurance, reinsurance and pension funds (excluding social security)",[4] Not so well ,5.0,0.0,0.0,1.0,0.0,1
5739.0,2017.0,[1] female,75.0,2.0,0.0,13.0,[4] Irregular employment or in marginal,[66] Activities auxiliary to financial and insurance services,[4] Not so well ,5.0,0.0,0.0,6.022789001464844,0.0,1
5739.0,2018.0,[1] female,76.0,2.0,0.0,13.0,[5] Not employed,,[4] Not so well ,5.0,0.0,0.0,0.0,0.0,1
5739.0,2019.0,[1] female,77.0,2.0,0.0,13.0,[5] Not employed,,[4] Not so well ,5.0,0.0,168.35728454589844,0.0,0.0,1
20827.0,2015.0,[1] female,88.0,2.0,0.0,12.0,[5] Not employed,,[3] Satisfactory,6.0,0.0,0.0,0.0,0.0,0
20827.0,2016.0,[1] female,89.0,2.0,0.0,12.0,[5] Not employed,,,1.0,0.0,0.0,0.0,0.0,0
20827.0,2017.0,[1] female,90.0,2.0,0.0,12.0,[5] Not employed,,[3] Satisfactory,9.0,0.0,0.0,0.0,0.0,0
9503.0,2015.0,[0] male,45.0,4.0,2.0,11.0,[-1] Employed full-time ,[30] Other vehicle construction,[3] Satisfactory,7.0,3672.9736328125,0.0,5321.732421875,0.0,0
9503.0,2016.0,[0] male,46.0,4.0,2.0,11.0,[-1] Employed full-time ,[30] Other vehicle construction,[2] Well ,8.0,61717.86328125,0.0,5189.55810546875,0.0,0
9503.0,2017.0,[0] male,47.0,4.0,2.0,11.0,[-1] Employed full-time ,[30] Other vehicle construction,[2] Well ,7.0,60062.25,0.0,4774.9189453125,0.0,0
28051.0,2015.0,[0] male,72.0,2.0,0.0,11.0,[5] Not employed,,[4] Not so well ,7.0,0.0,0.0,0.0,0.0,0
21452.0,2015.0,[0] male,48.0,3.0,1.0,12.0,[-1] Employed full-time ,[29] Manufacture of motor vehicles and parts of motor vehicles,[4] Not so well ,8.0,60949.06640625,0.0,5251.876953125,0.0,0
24246.0,2015.0,[1] female,50.0,1.0,0.0,12.0,[-1] Employed full-time ,"[65] Insurance, reinsurance and pension funds (excluding social security)",[4] Not so well ,2.0,30398.216796875,5417.34521484375,2308.945556640625,0.0,0
24246.0,2016.0,[1] female,51.0,1.0,0.0,12.0,[5] Not employed,,[3] Satisfactory,5.0,25080.08203125,4842.68017578125,0.0,442.2777099609375,0
24246.0,2017.0,[1] female,52.0,1.0,0.0,12.0,[-1] Employed full-time ,[52] Warehousing and other transportation service activities,[2] Well ,7.0,9329.048828125,0.0,2550.015380859375,0.0,0
28734.0,2015.0,[1] female,74.0,2.0,0.0,12.0,[5] Not employed,,[3] Satisfactory,5.0,0.0,0.0,0.0,0.0,0
28734.0,2016.0,[1] female,75.0,2.0,0.0,12.0,[5] Not employed,,[3] Satisfactory,3.0,0.0,0.0,0.0,0.0,0
28734.0,2017.0,[1] female,76.0,2.0,0.0,12.0,[5] Not employed,,[4] Not so well ,8.0,0.0,0.0,0.0,0.0,0
28734.0,2018.0,[1] female,77.0,2.0,0.0,12.0,[5] Not employed,,[3] Satisfactory,7.0,0.0,0.0,0.0,0.0,0
6611.0,2015.0,[0] male,84.0,2.0,0.0,9.0,[5] Not employed,,[4] Not so well ,4.0,0.0,0.0,0.0,0.0,0
6611.0,2016.0,[0] male,85.0,2.0,0.0,9.0,[5] Not employed,,[4] Not so well ,4.0,0.0,0.0,0.0,0.0,0
6611.0,2017.0,[0] male,86.0,2.0,0.0,9.0,[5] Not employed,,[4] Not so well ,4.0,0.0,0.0,0.0,0.0,0
31294.0,2016.0,[1] female,72.0,1.0,0.0,18.0,[5] Not employed,,[5] Badly ,7.0,0.0,0.0,0.0,0.0,1
31294.0,2017.0,[1] female,73.0,1.0,0.0,18.0,[5] Not employed,,[4] Not so well ,[10] completely satisfied 10,0.0,0.0,0.0,0.0,1
31294.0,2018.0,[1] female,74.0,1.0,0.0,18.0,[5] Not employed,,[4] Not so well ,[10] completely satisfied 10,0.0,0.0,0.0,0.0,1
31294.0,2019.0,[1] female,75.0,1.0,0.0,18.0,[5] Not employed,,[4] Not so well ,[10] completely satisfied 10,0.0,0.0,0.0,0.0,1
14698.0,2015.0,[0] male,64.0,1.0,0.0,11.0,[5] Not employed,,[4] Not so well ,5.0,0.0,0.0,0.0,0.0,0
14698.0,2016.0,[0] male,65.0,1.0,0.0,11.0,[5] Not employed,,[4] Not so well ,4.0,0.0,0.0,0.0,0.0,0
14698.0,2017.0,[0] male,66.0,1.0,0.0,11.0,[5] Not employed,,[3] Satisfactory,7.0,0.0,0.0,0.0,0.0,0
14698.0,2018.0,[0] male,67.0,1.0,0.0,11.0,[5] Not employed,,[3] Satisfactory,5.0,0.0,0.0,0.0,0.0,0
14698.0,2019.0,[0] male,68.0,1.0,0.0,11.0,[5] Not employed,,[3] Satisfactory,5.0,0.0,0.0,0.0,0.0,0
12599.0,2015.0,[1] female,67.0,1.0,0.0,10.5,[4] Irregular employment or in marginal,"[65] Insurance, reinsurance and pension funds (excluding social security)",[2] Well ,8.0,0.0,0.0,241.70822143554688,0.0,0
12599.0,2016.0,[1] female,68.0,1.0,0.0,10.5,[-2] Employed part-time,"[65] Insurance, reinsurance and pension funds (excluding social security)",[2] Well ,6.0,0.0,0.0,326.0929260253906,0.0,0
12599.0,2017.0,[1] female,69.0,1.0,0.0,10.5,[-2] Employed part-time,"[65] Insurance, reinsurance and pension funds (excluding social security)",[2] Well ,8.0,0.0,0.0,363.3724365234375,0.0,0
12599.0,2018.0,[1] female,70.0,1.0,0.0,10.5,[4] Irregular employment or in marginal,"[65] Insurance, reinsurance and pension funds (excluding social security)",[2] Well ,7.0,0.0,0.0,983.6575927734375,0.0,0
12599.0,2019.0,[1] female,71.0,1.0,0.0,10.5,[4] Irregular employment or in marginal,"[65] Insurance, reinsurance and pension funds (excluding social security)",[2] Well ,8.0,0.0,0.0,762.5423583984375,0.0,0
23567.0,2015.0,[1] female,51.0,2.0,0.0,11.0,[4] Irregular employment or in marginal,"[38] Collection, treatment and disposal of waste; recovery",[3] Satisfactory,8.0,3554.25390625,0.0,252.44451904296875,0.0,0
23567.0,2016.0,[1] female,52.0,2.0,0.0,11.0,[4] Irregular employment or in marginal,"[38] Collection, treatment and disposal of waste; recovery",[3] Satisfactory,8.0,1751.6883544921875,0.0,1.0,0.0,0
22606.0,2015.0,[0] male,75.0,2.0,0.0,11.0,[5] Not employed,,[3] Satisfactory,7.0,0.0,0.0,0.0,0.0,0
22606.0,2016.0,[0] male,76.0,2.0,0.0,11.0,[5] Not employed,,[3] Satisfactory,6.0,0.0,0.0,0.0,0.0,0
22606.0,2017.0,[0] male,77.0,2.0,0.0,11.0,[5] Not employed,,[2] Well ,8.0,0.0,0.0,0.0,0.0,0
22606.0,2018.0,[0] male,78.0,2.0,0.0,11.0,[5] Not employed,,[3] Satisfactory,7.0,0.0,0.0,0.0,0.0,0
19607.0,2015.0,[0] male,78.0,1.0,0.0,10.5,[5] Not employed,,[3] Satisfactory,8.0,0.0,0.0,0.0,0.0,0
19607.0,2016.0,[0] male,79.0,1.0,0.0,10.5,[5] Not employed,,[4] Not so well ,6.0,0.0,0.0,0.0,0.0,0
18420.0,2015.0,[1] female,79.0,1.0,0.0,10.5,[5] Not employed,,[4] Not so well ,7.0,0.0,0.0,0.0,0.0,0
18420.0,2016.0,[1] female,80.0,1.0,0.0,10.5,[5] Not employed,,[4] Not so well ,6.0,0.0,0.0,0.0,0.0,0
18420.0,2017.0,[1] female,81.0,1.0,0.0,10.5,[5] Not employed,,[4] Not so well ,8.0,0.0,0.0,0.0,0.0,0
11908.0,2015.0,[0] male,68.0,2.0,0.0,12.0,[5] Not employed,,[3] Satisfactory,7.0,0.0,0.0,0.0,0.0,0
11908.0,2016.0,[0] male,69.0,2.0,0.0,12.0,[5] Not employed,,[4] Not so well ,7.0,0.0,0.0,0.0,0.0,0
11908.0,2017.0,[0] male,70.0,2.0,0.0,12.0,[5] Not employed,,[3] Satisfactory,8.0,0.0,0.0,0.0,0.0,0
11908.0,2018.0,[0] male,71.0,2.0,0.0,12.0,[5] Not employed,,[4] Not so well ,8.0,0.0,4225.68359375,0.0,0.0,0
11908.0,2019.0,[0] male,72.0,2.0,0.0,12.0,[5] Not employed,,[4] Not so well ,8.0,0.0,0.0,0.0,0.0,0
25558.0,2015.0,[0] male,41.0,4.0,2.0,16.0,[-1] Employed full-time ,[94] Interest groups and church and other religious associations (excluding social services and sports),[2] Well ,8.0,41676.75,0.0,4435.28662109375,0.0,1
25558.0,2016.0,[0] male,42.0,4.0,2.0,16.0,[-1] Employed full-time ,[94] Interest groups and church and other religious associations (excluding social services and sports),[2] Well ,8.0,54050.1484375,0.0,4848.6220703125,0.0,1
25558.0,2017.0,[0] male,43.0,4.0,2.0,16.0,[-1] Employed full-time ,[84] Public administration and defense; compulsory social security,[2] Well ,8.0,60288.76953125,0.0,5201.0576171875,0.0,1
25558.0,2018.0,[0] male,44.0,4.0,2.0,16.0,[-1] Employed full-time ,[84] Public administration and defense; compulsory social security,[2] Well ,8.0,52465.9609375,0.0,4083.702880859375,0.0,1
7893.0,2015.0,[0] male,72.0,2.0,0.0,10.5,[5] Not employed,,[3] Satisfactory,7.0,0.0,29975.623046875,0.0,3050.268310546875,0
7893.0,2016.0,[0] male,73.0,2.0,0.0,10.5,[5] Not employed,,[4] Not so well ,6.0,0.0,15035.5380859375,0.0,1461.7196044921875,0
7893.0,2017.0,[0] male,74.0,2.0,0.0,10.5,[5] Not employed,,[3] Satisfactory,6.0,0.0,14996.0830078125,0.0,0.0,0
7893.0,2018.0,[0] male,75.0,2.0,0.0,10.5,[5] Not employed,,[3] Satisfactory,7.0,0.0,22026.662109375,0.0,0.0,0
7893.0,2019.0,[0] male,76.0,2.0,0.0,10.5,[5] Not employed,,[3] Satisfactory,7.0,0.0,10014.3583984375,0.0,0.0,0
31415.0,2015.0,[1] female,49.0,3.0,1.0,11.5,[-2] Employed part-time,[85] Education and teaching,[3] Satisfactory,8.0,26301.62890625,0.0,1161.2823486328125,0.0,0
8315.0,2015.0,[0] male,83.0,2.0,0.0,10.5,[5] Not employed,,[4] Not so well ,9.0,0.0,0.0,0.0,363.14361572265625,0
8315.0,2016.0,[0] male,84.0,2.0,0.0,10.5,[5] Not employed,,[5] Badly ,7.0,0.0,0.0,0.0,0.0,0
8315.0,2017.0,[0] male,85.0,2.0,0.0,10.5,[5] Not employed,,[4] Not so well ,8.0,0.0,0.0,0.0,0.0,0
8315.0,2018.0,[0] male,86.0,2.0,0.0,10.5,[5] Not employed,,[5] Badly ,8.0,0.0,0.0,0.0,0.0,0
8315.0,2019.0,[0] male,87.0,2.0,0.0,10.5,[5] Not employed,,[4] Not so well ,6.0,0.0,0.0,0.0,0.0,0
2836.0,2015.0,[1] female,40.0,5.0,3.0,10.5,[-2] Employed part-time,[47] Retail trade (excluding motor vehicles and motorcycles),[2] Well ,8.0,4189.74755859375,0.0,1.0,0.0,0
2836.0,2016.0,[1] female,41.0,5.0,3.0,10.5,[-2] Employed part-time,[47] Retail trade (excluding motor vehicles and motorcycles),[3] Satisfactory,7.0,3626.90771484375,2184.51318359375,974.941650390625,163.5210418701172,0
27722.0,2015.0,[1] female,56.0,2.0,0.0,11.5,[5] Not employed,,[2] Well ,8.0,0.0,0.0,0.0,0.0,0
27722.0,2016.0,[1] female,57.0,2.0,0.0,11.5,[5] Not employed,,[3] Satisfactory,9.0,0.0,0.0,0.0,0.0,0
8289.0,2015.0,[0] male,61.0,2.0,0.0,10.5,[-1] Employed full-time ,[49] Land transport and transport in pipelines,[3] Satisfactory,8.0,32959.09765625,0.0,2685.266357421875,0.0,0
8289.0,2016.0,[0] male,62.0,2.0,0.0,10.5,[5] Not employed,,[3] Satisfactory,8.0,30034.408203125,0.0,0.0,0.0,0
8289.0,2017.0,[0] male,63.0,2.0,0.0,10.5,[5] Not employed,,[3] Satisfactory,9.0,0.0,0.0,0.0,0.0,0
8289.0,2018.0,[0] male,64.0,2.0,0.0,10.5,[5] Not employed,,[3] Satisfactory,9.0,0.0,0.0,0.0,0.0,0
8289.0,2019.0,[0] male,65.0,2.0,0.0,10.5,[5] Not employed,,[3] Satisfactory,9.0,0.0,0.0,0.0,0.0,0
5071.0,2015.0,[0] male,24.0,2.0,0.0,11.5,"[3] Training, apprenticeship",[49] Land transport and transport in pipelines,[1] Very well ,[10] completely satisfied 10,5057.44482421875,0.0,624.746826171875,0.0,0
5071.0,2016.0,[0] male,25.0,2.0,0.0,11.5,"[3] Training, apprenticeship",[49] Land transport and transport in pipelines,[1] Very well ,9.0,7976.86181640625,0.0,390.5975341796875,0.0,0
5071.0,2017.0,[0] male,26.0,2.0,0.0,11.5,[-1] Employed full-time ,[52] Warehousing and other transportation service activities,[1] Very well ,9.0,28836.12890625,0.0,2219.006103515625,0.0,0
5071.0,2018.0,[0] male,27.0,2.0,0.0,11.5,[-1] Employed full-time ,[52] Warehousing and other transportation service activities,[1] Very well ,9.0,26980.78125,0.0,2642.626708984375,0.0,0
5071.0,2019.0,[0] male,28.0,2.0,0.0,11.5,[-1] Employed full-time ,[81] Building support,[1] Very well ,[10] completely satisfied 10,35608.05859375,0.0,3282.467041015625,0.0,0
15728.0,2015.0,[0] male,76.0,2.0,0.0,13.0,[5] Not employed,,[3] Satisfactory,8.0,0.0,0.0,0.0,0.0,1
15728.0,2016.0,[0] male,77.0,2.0,0.0,13.0,[5] Not employed,,[3] Satisfactory,8.0,0.0,0.0,0.0,0.0,1
15728.0,2017.0,[0] male,78.0,2.0,0.0,13.0,[5] Not employed,,[3] Satisfactory,8.0,0.0,0.0,0.0,0.0,1
15728.0,2018.0,[0] male,79.0,2.0,0.0,13.0,[5] Not employed,,[3] Satisfactory,8.0,0.0,0.0,0.0,0.0,1
15728.0,2019.0,[0] male,80.0,2.0,0.0,13.0,[5] Not employed,,[3] Satisfactory,8.0,0.0,0.0,0.0,0.0,1
31085.0,2015.0,[1] female,71.0,2.0,0.0,10.0,[5] Not employed,,[4] Not so well ,7.0,0.0,0.0,0.0,0.0,0
31085.0,2016.0,[1] female,72.0,2.0,0.0,10.0,[5] Not employed,,[5] Badly ,7.0,0.0,0.0,0.0,0.0,0
31085.0,2017.0,[1] female,73.0,2.0,0.0,10.0,[5] Not employed,,[4] Not so well ,7.0,0.0,0.0,0.0,0.0,0
31085.0,2018.0,[1] female,74.0,2.0,0.0,10.0,[5] Not employed,,[5] Badly ,8.0,0.0,0.0,0.0,0.0,0
31085.0,2019.0,[1] female,75.0,2.0,0.0,10.0,[5] Not employed,,[5] Badly ,7.0,0.0,0.0,0.0,0.0,0
21361.0,2015.0,[1] female,39.0,3.0,0.0,10.5,[-1] Employed full-time ,[47] Retail trade (excluding motor vehicles and motorcycles),[2] Well ,9.0,29341.9765625,0.0,2388.68017578125,0.0,0
21361.0,2016.0,[1] female,40.0,3.0,0.0,10.5,[-1] Employed full-time ,[47] Retail trade (excluding motor vehicles and motorcycles),[1] Very well ,9.0,27230.025390625,0.0,2566.643798828125,0.0,0
21361.0,2017.0,[1] female,41.0,3.0,0.0,10.5,[-1] Employed full-time ,[47] Retail trade (excluding motor vehicles and motorcycles),[2] Well ,9.0,33405.46484375,0.0,2045.159423828125,0.0,0
21361.0,2018.0,[1] female,42.0,3.0,0.0,10.5,[-1] Employed full-time ,[47] Retail trade (excluding motor vehicles and motorcycles),[1] Very well ,[10] completely satisfied 10,33871.8359375,0.0,2995.701416015625,0.0,0
21361.0,2019.0,[1] female,43.0,3.0,0.0,10.5,[-1] Employed full-time ,[47] Retail trade (excluding motor vehicles and motorcycles),[2] Well ,[10] completely satisfied 10,33501.7890625,0.0,2855.91162109375,0.0,0
19076.0,2015.0,[0] male,72.0,4.0,0.0,10.5,[5] Not employed,,[3] Satisfactory,8.0,0.0,0.0,0.0,0.0,0
19076.0,2016.0,[0] male,73.0,4.0,0.0,10.5,[5] Not employed,,[3] Satisfactory,9.0,0.0,0.0,0.0,0.0,0
19076.0,2017.0,[0] male,74.0,4.0,0.0,10.5,[5] Not employed,,[2] Well ,8.0,0.0,0.0,0.0,0.0,0
19076.0,2018.0,[0] male,75.0,4.0,0.0,10.5,[5] Not employed,,[3] Satisfactory,9.0,0.0,0.0,0.0,0.0,0
19076.0,2019.0,[0] male,76.0,4.0,0.0,10.5,[5] Not employed,,[3] Satisfactory,9.0,0.0,0.0,0.0,0.0,0
19935.0,2015.0,[0] male,44.0,4.0,0.0,11.5,[-1] Employed full-time ,[22] Manufacture of rubber and plastic products,[1] Very well ,[10] completely satisfied 10,31819.00390625,0.0,3064.138916015625,0.0,0
19935.0,2016.0,[0] male,45.0,4.0,0.0,11.5,[-1] Employed full-time ,[22] Manufacture of rubber and plastic products,[1] Very well ,[10] completely satisfied 10,32190.576171875,0.0,2767.938720703125,0.0,0
19935.0,2017.0,[0] male,46.0,4.0,0.0,11.5,[-1] Employed full-time ,[22] Manufacture of rubber and plastic products,[1] Very well ,9.0,34278.59375,0.0,2988.00732421875,0.0,0
19935.0,2018.0,[0] male,47.0,4.0,0.0,11.5,[-1] Employed full-time ,[22] Manufacture of rubber and plastic products,[1] Very well ,[10] completely satisfied 10,36049.03125,0.0,3018.461181640625,0.0,0
19935.0,2019.0,[0] male,48.0,4.0,0.0,11.5,[-1] Employed full-time ,[22] Manufacture of rubber and plastic products,[1] Very well ,9.0,36093.38671875,0.0,2493.941162109375,0.0,0
18428.0,2015.0,[1] female,45.0,6.0,0.0,10.5,[-2] Employed part-time,[88] Social services (excluding homes),[3] Satisfactory,9.0,10544.150390625,0.0,620.8692626953125,0.0,0
18428.0,2016.0,[1] female,46.0,6.0,0.0,10.5,[-2] Employed part-time,[88] Social services (excluding homes),[3] Satisfactory,9.0,8680.8671875,0.0,865.4732055664062,0.0,0
18428.0,2017.0,[1] female,47.0,6.0,0.0,10.5,[-2] Employed part-time,[88] Social services (excluding homes),[3] Satisfactory,8.0,14459.265625,0.0,773.3138427734375,0.0,0
18428.0,2018.0,[1] female,48.0,6.0,0.0,10.5,[-2] Employed part-time,[88] Social services (excluding homes),[3] Satisfactory,8.0,10222.6083984375,0.0,527.7298583984375,0.0,0
9438.0,2015.0,[1] female,74.0,3.0,0.0,10.5,[5] Not employed,,[3] Satisfactory,7.0,0.0,0.0,0.0,0.0,0
9438.0,2016.0,[1] female,75.0,3.0,0.0,10.5,[5] Not employed,,[3] Satisfactory,8.0,0.0,0.0,0.0,0.0,0
9438.0,2017.0,[1] female,76.0,3.0,0.0,10.5,[5] Not employed,,[3] Satisfactory,8.0,0.0,0.0,0.0,0.0,0
1172.0,2015.0,[0] male,57.0,2.0,0.0,9.0,[-1] Employed full-time ,[22] Manufacture of rubber and plastic products,[1] Very well ,8.0,36413.984375,0.0,2836.450439453125,0.0,0
1172.0,2016.0,[0] male,58.0,2.0,0.0,9.0,[-1] Employed full-time ,[22] Manufacture of rubber and plastic products,[2] Well ,8.0,36027.2734375,0.0,2960.500732421875,0.0,0
1172.0,2017.0,[0] male,59.0,2.0,0.0,9.0,[-1] Employed full-time ,[22] Manufacture of rubber and plastic products,[2] Well ,9.0,42009.59765625,0.0,3738.686767578125,0.0,0
1172.0,2018.0,[0] male,60.0,2.0,0.0,9.0,[-1] Employed full-time ,[22] Manufacture of rubber and plastic products,[2] Well ,9.0,42195.953125,0.0,3121.902587890625,0.0,0
1172.0,2019.0,[0] male,61.0,2.0,0.0,9.0,[-1] Employed full-time ,[22] Manufacture of rubber and plastic products,[1] Very well ,9.0,44632.89453125,0.0,3296.577880859375,0.0,0
31704.0,2015.0,[1] female,81.0,1.0,0.0,10.5,[5] Not employed,,[4] Not so well ,5.0,0.0,0.0,0.0,0.0,0
22744.0,2015.0,[1] female,43.0,5.0,2.0,10.5,[-2] Employed part-time,[47] Retail trade (excluding motor vehicles and motorcycles),[3] Satisfactory,7.0,10651.40625,0.0,855.666015625,0.0,0
22744.0,2016.0,[1] female,44.0,5.0,2.0,10.5,[-2] Employed part-time,[47] Retail trade (excluding motor vehicles and motorcycles),[3] Satisfactory,7.0,16480.560546875,0.0,993.6497192382812,0.0,0
22744.0,2017.0,[1] female,45.0,5.0,2.0,10.5,[-2] Employed part-time,[47] Retail trade (excluding motor vehicles and motorcycles),[3] Satisfactory,7.0,12397.537109375,0.0,1477.6458740234375,0.0,0
22744.0,2018.0,[1] female,46.0,5.0,2.0,10.5,[-2] Employed part-time,[47] Retail trade (excluding motor vehicles and motorcycles),[3] Satisfactory,7.0,16156.1630859375,0.0,1555.3128662109375,0.0,0
22744.0,2019.0,[1] female,47.0,5.0,1.0,10.5,[-2] Employed part-time,[47] Retail trade (excluding motor vehicles and motorcycles),[3] Satisfactory,7.0,17462.92578125,0.0,1134.186767578125,0.0,0
29233.0,2015.0,[0] male,51.0,2.0,0.0,9.0,[5] Not employed,,[4] Not so well ,8.0,0.0,0.0,0.0,0.0,0
29233.0,2016.0,[0] male,52.0,2.0,0.0,9.0,[5] Not employed,,[4] Not so well ,7.0,0.0,0.0,0.0,0.0,0
29233.0,2017.0,[0] male,53.0,2.0,0.0,9.0,[5] Not employed,,[4] Not so well ,8.0,0.0,0.0,0.0,0.0,0
29233.0,2018.0,[0] male,54.0,2.0,0.0,9.0,[5] Not employed,,[5] Badly ,8.0,0.0,0.0,0.0,0.0,0
29233.0,2019.0,[0] male,55.0,2.0,0.0,9.0,[5] Not employed,,[5] Badly ,8.0,0.0,0.0,0.0,0.0,0
13218.0,2015.0,[0] male,48.0,1.0,0.0,10.5,[-1] Employed full-time ,[27] Manufacture of electrical equipment,[4] Not so well ,6.0,44714.80078125,0.0,4386.59033203125,0.0,0
13218.0,2016.0,[0] male,49.0,1.0,0.0,10.5,[-1] Employed full-time ,[27] Manufacture of electrical equipment,[3] Satisfactory,6.0,50340.6953125,0.0,3777.537841796875,0.0,0
13218.0,2017.0,[0] male,50.0,1.0,0.0,10.5,[-1] Employed full-time ,[27] Manufacture of electrical equipment,[3] Satisfactory,8.0,52528.44921875,0.0,4282.67236328125,0.0,0
13218.0,2018.0,[0] male,51.0,1.0,0.0,10.5,[-1] Employed full-time ,[27] Manufacture of electrical equipment,[3] Satisfactory,7.0,51006.1484375,1139.2618408203125,4507.42236328125,0.0,0
13218.0,2019.0,[0] male,52.0,1.0,0.0,10.5,[-1] Employed full-time ,[27] Manufacture of electrical equipment,[3] Satisfactory,7.0,55086.6953125,0.0,4047.63525390625,0.0,0
26488.0,2015.0,[1] female,39.0,4.0,2.0,10.5,[5] Not employed,,[5] Badly ,6.0,0.0,0.0,0.0,0.0,0
26488.0,2016.0,[1] female,40.0,4.0,2.0,10.5,[5] Not employed,,,3.0,0.0,0.0,0.0,0.0,0
26488.0,2017.0,[1] female,41.0,4.0,2.0,10.5,[5] Not employed,,[5] Badly ,6.0,0.0,0.0,0.0,0.0,0
